Date,Open,High,Low,Close,Adj Close,Volume
2023-03-23,315.209991,321.359985,312.640015,314.850006,305.200134,2585900
2023-03-24,310.149994,312.750000,305.359985,312.570007,302.989960,2456700
2023-03-27,318.619995,320.899994,317.170013,318.529999,308.767303,2300600
2023-03-28,319.089996,320.609985,316.119995,318.440002,308.680084,1224300
2023-03-29,322.500000,322.709991,318.679993,320.720001,310.890198,1475900
2023-03-30,324.559998,324.869995,319.880005,321.140015,311.297333,1456300
2023-03-31,323.470001,327.329987,322.420013,327.109985,317.084320,2281100
2023-04-03,326.140015,328.980011,323.149994,326.519989,316.512421,1808800
2023-04-04,326.820007,326.869995,320.119995,322.649994,312.761047,1536800
2023-04-05,319.619995,322.200012,319.369995,321.529999,311.675354,1329300
2023-04-06,320.380005,323.230011,319.980011,322.399994,312.518707,1311000
2023-04-10,322.399994,324.989990,321.309998,324.959991,315.000244,1114400
2023-04-11,326.049988,329.200012,323.670013,327.369995,317.336365,1559600
2023-04-12,331.720001,332.070007,327.179993,330.239990,320.118378,1862400
2023-04-13,330.079987,332.940002,327.000000,332.130005,321.950500,1765500
2023-04-14,336.529999,339.630005,334.320007,336.920013,326.593658,2275700
2023-04-17,336.000000,340.450012,333.679993,339.679993,329.269073,3012100
2023-04-18,328.000000,336.549988,326.130005,333.910004,323.675934,7549500
2023-04-19,332.980011,336.989990,331.670013,336.890015,326.564606,2625400
2023-04-20,334.950012,339.309998,334.320007,338.709991,328.328796,2217900
2023-04-21,339.000000,342.359985,336.000000,341.660004,331.188385,2278900
2023-04-24,341.989990,345.059998,341.529999,343.959991,333.417908,1966300
2023-04-25,341.000000,343.470001,338.329987,339.480011,329.075226,2138200
2023-04-26,337.579987,340.600006,334.640015,336.559998,326.244720,2041900
2023-04-27,340.140015,343.359985,338.760010,341.600006,331.130249,1768200
2023-04-28,340.049988,344.100006,339.700012,343.440002,332.913818,1712500
2023-05-01,344.049988,347.459991,340.369995,340.570007,330.131805,1375000
2023-05-02,339.010010,339.890015,330.000000,333.369995,323.152466,2397600
2023-05-03,332.359985,334.829987,328.250000,328.649994,318.577148,1825400
2023-05-04,325.950012,326.980011,318.559998,321.260010,311.413666,2965100
2023-05-05,325.059998,327.869995,322.420013,327.019989,316.997070,2412900
2023-05-08,329.640015,330.299988,325.670013,326.510010,316.502747,1607300
2023-05-09,325.040009,327.179993,323.299988,324.769989,314.816040,1253300
2023-05-10,329.920013,329.920013,319.079987,322.549988,312.664093,1752200
2023-05-11,319.660004,321.940002,318.179993,320.720001,310.890198,1515200
2023-05-12,322.040009,323.220001,317.320007,319.500000,309.707581,1098800
2023-05-15,320.420013,323.250000,318.059998,322.070007,312.198822,1178200
2023-05-16,322.500000,323.070007,320.500000,320.809998,310.977448,1618900
2023-05-17,322.660004,330.390015,322.660004,330.179993,320.060242,2098100
2023-05-18,330.000000,330.600006,325.660004,329.579987,319.478607,1645400
2023-05-19,330.000000,331.950012,324.790009,326.149994,316.153748,1545600
2023-05-22,326.149994,327.339996,322.429993,324.920013,314.961456,1498900
2023-05-23,323.600006,327.140015,322.809998,323.570007,313.652832,1550900
2023-05-24,320.390015,321.899994,318.799988,319.809998,310.008087,1439100
2023-05-25,318.920013,325.179993,318.799988,323.880005,313.953369,1618500
2023-05-26,324.720001,332.869995,324.000000,332.010010,321.834167,2718700
2023-05-30,332.079987,332.529999,327.730011,330.829987,320.690308,1998600
2023-05-31,326.070007,327.250000,321.820007,323.899994,316.363373,2938000
2023-06-01,324.510010,324.679993,314.019989,316.399994,309.037903,3339700
2023-06-02,318.239990,325.269989,317.049988,323.649994,316.119202,3987700
2023-06-05,322.929993,323.489990,320.320007,321.809998,314.322021,1462900
2023-06-06,322.429993,328.070007,321.399994,326.799988,319.195892,1495600
2023-06-07,327.640015,337.839996,326.320007,335.750000,327.937683,3382700
2023-06-08,335.359985,336.329987,331.339996,335.470001,327.664185,2009500
2023-06-09,335.209991,336.200012,332.540009,336.019989,328.201385,1702100
2023-06-12,338.440002,340.089996,336.350006,339.489990,331.590668,2290800
2023-06-13,340.200012,345.279999,339.450012,342.500000,334.530579,1772400
2023-06-14,344.779999,347.730011,337.230011,338.420013,330.545532,1819400
2023-06-15,337.320007,344.000000,335.700012,339.739990,331.834808,3322700
2023-06-16,341.380005,341.399994,337.109985,338.309998,330.438110,4542800
2023-06-20,335.320007,335.380005,329.230011,330.720001,323.024689,3208100
2023-06-21,328.450012,330.000000,324.920013,325.070007,317.506165,2158700
2023-06-22,323.690002,324.260010,319.010010,319.579987,312.143890,2409100
2023-06-23,316.559998,317.709991,314.070007,314.709991,307.387238,2609200
2023-06-26,315.130005,316.640015,312.170013,312.359985,305.091888,2481000
2023-06-27,312.410004,315.679993,310.559998,313.450012,306.156555,2156800
2023-06-28,311.720001,314.899994,310.690002,313.660004,306.361664,2423500
2023-06-29,317.850006,325.500000,316.250000,323.089996,315.572235,3553600
2023-06-30,325.820007,326.029999,322.450012,322.540009,315.035034,2361200
2023-07-03,322.410004,329.399994,322.410004,326.609985,319.010315,1106800
2023-07-05,323.950012,324.609985,319.630005,320.049988,312.602997,2561000
2023-07-06,318.000000,318.640015,312.839996,313.000000,305.717010,2896900
2023-07-07,313.200012,317.369995,312.700012,315.170013,307.836548,2901200
2023-07-10,316.670013,320.079987,316.000000,316.470001,309.106262,1775800
2023-07-11,318.829987,321.040009,314.579987,320.880005,313.413666,2042600
2023-07-12,324.579987,333.350006,324.250000,326.399994,318.805206,2741300
2023-07-13,327.350006,329.279999,325.690002,328.679993,321.032196,2787800
2023-07-14,331.989990,332.480011,325.019989,326.190002,318.600098,1814800
2023-07-17,325.890015,327.489990,324.359985,327.200012,319.586639,1777400
2023-07-18,327.299988,338.250000,327.299988,337.269989,329.422272,3899100
2023-07-19,338.000000,345.880005,331.299988,340.549988,332.625977,6037400
2023-07-20,339.160004,351.679993,339.160004,350.859985,342.696045,3915000
2023-07-21,351.779999,355.079987,346.779999,351.959991,343.770508,3216300
2023-07-24,352.829987,361.619995,352.000000,358.929993,350.578308,3517500
2023-07-25,357.420013,360.820007,353.980011,354.700012,346.446747,2893000
2023-07-26,354.489990,360.260010,354.279999,357.559998,349.240173,2281600
2023-07-27,358.130005,360.540009,354.170013,354.510010,346.261169,2010800
2023-07-28,356.109985,356.500000,351.609985,353.230011,345.010956,1827400
2023-07-31,354.880005,357.200012,354.019989,355.869995,347.589478,1385500
2023-08-01,354.000000,357.869995,353.390015,357.720001,349.396454,2024300
2023-08-02,354.989990,354.989990,348.869995,351.100006,342.930481,2106600
2023-08-03,349.989990,355.209991,348.619995,353.160004,344.942566,1840400
2023-08-04,353.339996,358.730011,352.510010,353.220001,345.001190,1724700
2023-08-07,355.399994,357.670013,353.920013,355.559998,347.286713,1260300
2023-08-08,351.700012,352.000000,342.029999,348.260010,340.156586,1917300
2023-08-09,346.820007,348.459991,342.489990,342.690002,334.716217,1326000
2023-08-10,344.070007,347.260010,339.799988,340.399994,332.479462,1345900
2023-08-11,339.929993,341.790009,337.549988,340.730011,332.801819,1256800
2023-08-14,337.410004,338.450012,334.859985,337.739990,329.881378,1347000
2023-08-15,333.299988,334.029999,330.480011,332.209991,324.480072,1657800
2023-08-16,330.540009,332.920013,328.970001,329.109985,321.452148,3340300
2023-08-17,330.000000,333.989990,324.000000,327.519989,319.899139,3135200
2023-08-18,324.320007,327.619995,323.200012,324.929993,317.369385,1730100
2023-08-21,325.390015,326.390015,319.390015,322.059998,314.566193,1983500
2023-08-22,322.480011,322.640015,318.309998,318.790009,311.372314,1810300
2023-08-23,320.619995,322.450012,318.000000,322.329987,314.829895,1429000
2023-08-24,322.149994,327.489990,319.510010,319.959991,312.515076,1185600
2023-08-25,320.799988,322.720001,318.190002,320.149994,312.700653,1159600
2023-08-28,321.339996,326.600006,321.339996,325.970001,318.385254,1440100
2023-08-29,325.559998,332.700012,324.679993,332.549988,324.812134,1831700
2023-08-30,330.000000,331.910004,327.649994,328.579987,323.610565,1131500
2023-08-31,329.410004,330.489990,325.959991,327.709991,322.753723,1271100
2023-09-01,329.670013,331.619995,326.209991,327.399994,322.448425,1201400
2023-09-05,327.339996,328.480011,322.630005,323.750000,318.853607,1846000
2023-09-06,322.309998,324.140015,319.309998,321.130005,316.273285,2120800
2023-09-07,320.619995,324.220001,320.130005,321.959991,317.090698,1471100
2023-09-08,321.920013,325.970001,321.660004,325.519989,320.596863,2026400
2023-09-11,328.260010,330.149994,324.290009,324.649994,319.739990,1283100
2023-09-12,324.010010,335.279999,324.000000,330.899994,325.895477,2054700
2023-09-13,333.500000,337.010010,330.820007,334.980011,329.913788,2165000
2023-09-14,339.000000,345.119995,336.850006,344.570007,339.358765,2822700
2023-09-15,345.149994,346.190002,341.859985,342.540009,337.359467,3058800
2023-09-18,342.540009,344.260010,339.269989,343.320007,338.127655,1356600
2023-09-19,343.459991,344.970001,337.970001,341.890015,336.719299,1660200
2023-09-20,342.609985,343.799988,336.290009,336.700012,331.607788,1224400
2023-09-21,334.500000,334.690002,330.079987,330.239990,325.245453,1685100
2023-09-22,330.100006,331.540009,326.829987,327.890015,322.931030,1669100
2023-09-25,327.070007,329.290009,325.279999,328.839996,323.866638,833300
2023-09-26,325.609985,327.429993,322.420013,323.820007,318.922577,1481800
2023-09-27,324.980011,325.000000,318.980011,321.950012,317.080872,1493000
2023-09-28,320.209991,326.839996,320.209991,325.200012,320.281708,1389600
2023-09-29,327.200012,327.959991,322.269989,323.570007,318.676331,1403900
2023-10-02,322.029999,323.579987,317.100006,318.500000,313.683014,1303800
2023-10-03,315.269989,315.679993,304.390015,306.119995,301.490234,3118600
2023-10-04,304.850006,309.059998,303.480011,308.600006,303.932770,1872000
2023-10-05,307.359985,310.549988,304.209991,310.500000,305.804016,1584600
2023-10-06,308.109985,315.320007,307.170013,312.480011,307.754089,1595100
2023-10-09,308.899994,313.480011,308.369995,312.609985,307.882080,1094400
2023-10-10,314.470001,316.850006,312.290009,314.769989,310.009430,1193800
2023-10-11,315.429993,316.630005,311.600006,313.019989,308.285889,1672500
2023-10-12,314.149994,314.250000,308.019989,309.850006,305.163849,1727700
2023-10-13,312.000000,316.179993,308.170013,309.299988,304.622162,1785200
2023-10-16,313.179993,315.899994,310.250000,314.390015,309.635193,2273900
2023-10-17,313.380005,316.179993,305.910004,309.359985,304.681244,4123000
2023-10-18,307.000000,307.220001,301.480011,301.959991,297.393188,3460300
2023-10-19,301.959991,305.339996,298.630005,299.190002,294.665070,3211800
2023-10-20,298.500000,303.250000,298.100006,300.049988,295.512054,2328700
2023-10-23,298.290009,303.549988,298.190002,299.220001,294.694611,2959800
2023-10-24,300.000000,303.100006,299.079987,299.179993,294.655212,1697100
2023-10-25,298.600006,300.000000,295.029999,296.760010,292.271820,1809300
2023-10-26,296.959991,300.140015,294.779999,296.989990,292.498322,2011200
2023-10-27,297.549988,298.269989,289.359985,289.910004,285.525452,2601700
2023-10-30,293.450012,301.809998,293.290009,300.829987,296.280243,3065200
2023-10-31,301.679993,304.290009,300.700012,303.609985,299.018188,2611000
2023-11-01,303.329987,308.250000,302.839996,307.160004,302.514526,2345400
2023-11-02,309.690002,314.540009,308.000000,313.760010,309.014709,2597000
2023-11-03,318.459991,329.329987,317.929993,327.619995,322.665070,3740800
2023-11-06,326.660004,328.899994,322.100006,323.910004,319.011230,2087600
2023-11-07,322.130005,326.390015,321.290009,323.950012,319.050629,1505000
2023-11-08,323.950012,326.660004,323.670013,324.559998,319.651367,1484400
2023-11-09,326.000000,326.649994,319.660004,320.779999,315.928558,1787900
2023-11-10,323.320007,326.059998,321.649994,325.510010,320.587036,1781400
2023-11-13,324.160004,328.720001,323.529999,326.910004,321.965851,1403300
2023-11-14,333.529999,341.779999,332.470001,338.720001,333.597229,3592700
2023-11-15,339.899994,341.079987,335.339996,337.600006,332.494171,2534500
2023-11-16,337.760010,339.750000,335.010010,336.670013,331.578247,1620400
2023-11-17,339.500000,340.450012,338.119995,339.190002,334.060120,1465200
2023-11-20,340.000000,341.320007,337.500000,339.450012,334.316193,3146000
2023-11-21,338.359985,339.089996,334.549988,334.970001,329.903931,1900900
2023-11-22,336.940002,338.910004,335.369995,338.640015,333.518433,1235200
2023-11-24,338.799988,340.269989,337.640015,339.149994,334.020691,460100
2023-11-27,339.190002,340.019989,335.739990,337.709991,332.602509,1250500
2023-11-28,337.380005,338.399994,334.869995,337.649994,332.543396,1419000
2023-11-29,337.000000,343.529999,336.510010,340.260010,337.865692,2038100
2023-11-30,341.679993,344.760010,340.089996,341.540009,339.136688,1903600
2023-12-01,341.459991,348.890015,340.420013,348.429993,345.978210,3622800
2023-12-04,346.299988,350.489990,345.290009,349.390015,346.931458,2178100
2023-12-05,346.600006,346.829987,340.540009,341.750000,339.345215,2429700
2023-12-06,343.510010,347.000000,341.600006,341.970001,339.563660,1869300
2023-12-07,343.709991,344.690002,342.000000,344.619995,342.195007,2162400
2023-12-08,344.309998,352.290009,343.779999,350.829987,348.361298,2238800
2023-12-11,351.440002,353.029999,349.049988,351.760010,349.284790,1636000
2023-12-12,351.410004,354.000000,349.579987,352.609985,350.128784,1597600
2023-12-13,352.940002,362.850006,351.600006,362.730011,360.177582,2876500
2023-12-14,366.500000,386.200012,365.000000,383.470001,380.771637,5376300
2023-12-15,380.190002,385.899994,379.320007,380.510010,377.832489,4521600
2023-12-18,381.260010,382.760010,375.910004,376.399994,373.751373,2740900
2023-12-19,376.010010,383.769989,374.549988,382.450012,379.758820,2091800
2023-12-20,380.730011,385.130005,377.250000,377.519989,374.863495,1836500
2023-12-21,380.049988,381.489990,377.010010,380.570007,377.892059,1301600
2023-12-22,382.000000,383.489990,379.410004,380.649994,377.971466,1538200
2023-12-26,380.649994,382.609985,380.049988,381.609985,378.924713,837300
2023-12-27,381.200012,385.750000,380.309998,384.480011,381.774536,1367200
2023-12-28,384.519989,387.760010,383.630005,386.410004,383.690948,1024700
2023-12-29,385.570007,386.640015,383.570007,385.769989,383.055450,881300
2024-01-02,383.000000,389.140015,382.190002,388.299988,385.567657,2263100
2024-01-03,383.880005,385.399994,376.760010,381.790009,379.103485,2265300
2024-01-04,383.549988,387.089996,381.950012,382.950012,380.255310,1618300
2024-01-05,381.920013,389.470001,381.079987,386.440002,383.720734,2913900
2024-01-08,385.970001,389.079987,382.029999,388.859985,386.123688,1902600
2024-01-09,384.600006,385.950012,381.769989,383.739990,381.039734,1708800
2024-01-10,381.350006,383.049988,378.529999,381.959991,379.272247,1547300
2024-01-11,380.890015,380.980011,374.679993,379.750000,377.077820,2209900
2024-01-12,383.339996,385.850006,376.579987,377.750000,375.091888,2223100
2024-01-16,378.359985,385.010010,374.320007,380.450012,377.772919,3926600
2024-01-17,375.200012,380.200012,374.130005,377.179993,374.525909,2415100
2024-01-18,380.329987,381.640015,374.559998,376.910004,374.257813,1771200
2024-01-19,376.730011,383.299988,372.070007,382.200012,379.510590,2598700
2024-01-22,386.359985,392.730011,384.559998,385.959991,383.244110,2922700
2024-01-23,379.980011,383.359985,378.630005,380.769989,378.090637,3313300
2024-01-24,381.809998,384.609985,379.179993,379.399994,376.730286,2235800
2024-01-25,382.690002,386.709991,382.010010,382.700012,380.007080,2376300
2024-01-26,378.649994,380.899994,376.750000,377.790009,375.131622,3464700
2024-01-29,375.890015,380.839996,374.239990,380.559998,377.882111,1632300
2024-01-30,384.000000,387.920013,381.589996,386.869995,384.147705,3897900
2024-01-31,386.000000,393.910004,383.700012,384.010010,381.307861,3421100
2024-02-01,384.429993,389.540009,378.799988,383.850006,381.148987,2138500
2024-02-02,381.799988,388.739990,380.600006,387.859985,385.130737,2180900
2024-02-05,384.600006,385.329987,381.000000,383.019989,380.324799,2231100
2024-02-06,383.019989,386.820007,383.000000,384.989990,382.280945,1487800
2024-02-07,385.309998,387.070007,382.500000,386.660004,383.939209,1963200
2024-02-08,386.000000,388.109985,381.339996,385.040009,382.330597,1913700
2024-02-09,384.769989,386.130005,382.589996,384.260010,381.556091,2028200
2024-02-12,385.000000,396.350006,384.320007,392.640015,389.877136,2797200
2024-02-13,387.589996,389.160004,375.200012,378.750000,376.084869,3030800
2024-02-14,380.880005,381.480011,375.779999,378.040009,375.379852,2041300
2024-02-15,379.420013,387.209991,379.140015,385.420013,382.707947,2218900
2024-02-16,383.239990,387.579987,380.950012,384.440002,381.734833,2376500
2024-02-20,380.950012,385.579987,380.850006,384.519989,381.814240,2358900
2024-02-21,381.839996,388.660004,381.260010,388.269989,385.537842,1773100
2024-02-22,389.230011,395.600006,389.000000,390.470001,387.722382,2326800
2024-02-23,390.000000,396.790009,389.209991,391.049988,388.298279,2247400
2024-02-26,391.049988,396.059998,388.820007,390.220001,387.474152,1797800
2024-02-27,392.260010,395.899994,389.329987,390.809998,388.059998,1724900
2024-02-28,387.190002,393.260010,387.000000,393.179993,393.179993,2572900
2024-02-29,395.220001,395.980011,385.670013,389.049988,389.049988,3139100
2024-03-01,389.630005,391.040009,385.250000,388.100006,388.100006,1697700
2024-03-04,388.809998,396.570007,386.200012,392.250000,392.250000,1955100
2024-03-05,390.720001,397.489990,390.309998,390.910004,390.910004,2697800
2024-03-06,395.000000,395.290009,384.519989,389.570007,389.570007,2692400
2024-03-07,391.899994,394.510010,387.059998,388.429993,388.429993,2033100
2024-03-08,388.730011,395.619995,386.709991,386.989990,386.989990,1657200
2024-03-11,385.670013,386.410004,381.420013,386.160004,386.160004,1654200
2024-03-12,387.619995,389.130005,383.779999,388.179993,388.179993,1703900
2024-03-13,388.910004,395.250000,388.179993,392.309998,392.309998,2370600
2024-03-14,394.429993,396.380005,385.450012,388.609985,388.609985,3029500
2024-03-15,388.869995,391.130005,386.399994,387.209991,387.209991,3763500
2024-03-18,388.649994,389.029999,383.410004,384.369995,384.369995,2069000
2024-03-19,384.070007,390.779999,383.709991,388.660004,388.660004,1858200
2024-03-20,386.359985,396.500000,386.000000,396.470001,396.470001,2157400
2024-03-21,399.769989,414.019989,399.089996,413.709991,413.709991,4613800
2024-03-22,414.399994,416.760010,405.779999,406.820007,406.820007,2189600
2024-03-25,406.869995,410.459991,403.859985,404.940002,404.940002,1683900
2024-03-26,406.089996,409.329987,404.519989,406.179993,406.179993,1407000
2024-03-27,409.619995,415.489990,408.369995,415.250000,415.250000,2353600
2024-03-28,416.209991,419.200012,414.980011,417.690002,417.690002,2409700
2024-04-01,416.679993,417.950012,412.000000,413.510010,413.510010,1863900
2024-04-02,410.739990,413.170013,407.619995,410.149994,410.149994,1976000
2024-04-03,411.000000,416.630005,411.000000,414.000000,414.000000,1549200
2024-04-04,418.000000,419.000000,405.700012,406.250000,406.250000,1704700
2024-04-05,406.559998,409.140015,401.470001,408.070007,408.070007,1694500
2024-04-08,409.100006,412.529999,407.549988,410.540009,410.540009,1181900
2024-04-09,411.510010,413.220001,407.049988,410.709991,410.709991,1247800
2024-04-10,404.010010,405.450012,397.290009,400.760010,400.760010,1903300
2024-04-11,400.480011,401.470001,394.839996,397.480011,397.480011,2176200
2024-04-12,392.839996,394.089996,387.119995,389.489990,389.489990,2814900
2024-04-15,407.000000,412.869995,398.690002,400.880005,400.880005,6177000
2024-04-16,404.450012,404.970001,395.179993,396.859985,396.859985,3459700
2024-04-17,402.399994,407.119995,401.179993,403.910004,403.910004,4373800
2024-04-18,405.489990,407.859985,402.410004,403.109985,403.109985,2776300
2024-04-19,404.059998,408.000000,403.010010,404.000000,404.000000,2805100
2024-04-22,406.940002,417.980011,404.570007,417.350006,417.350006,4165600
2024-04-23,417.709991,425.350006,416.200012,424.000000,424.000000,2662300
2024-04-24,421.500000,424.579987,419.609985,423.040009,423.040009,1575900
2024-04-25,420.989990,423.609985,414.850006,420.049988,420.049988,1970100
2024-04-26,420.230011,428.529999,419.640015,427.570007,427.570007,2322700
2024-04-29,427.570007,433.329987,427.200012,430.809998,430.809998,2453000
2024-04-30,428.500000,431.390015,426.000000,426.709991,426.709991,1829900
2024-05-01,426.690002,433.429993,425.190002,426.950012,426.950012,2310100
